time,id,Speed,xDistance,yDistance,Vx平均值,Vy平均值,grid_position,TTC_matrix,IS_matrix,Total_Risk_matrix,state,时间ID
17:19:44,780.0037200640729,17.496079652802827,0.5889032621542558,2.9869752044631337,15.26690068289446,-0.007606403,5.011656469059152,1.3702444207085869,0.4001985697710371,0.8760578076398953,High Risk,2
17:19:44,259.00511751593945,18.48483799580816,3.018052275417538,2.0115023624954795,15.272784408190969,-0.003787054,6.000945343401677,1.1036387753703636,0.4464093067194548,0.7869187752891517,High Risk,2
17:19:44,17.989191683604865,18.31081075574507,1.0965259730297554,2.5790996923443483,15.250116648115648,-0.002162887,5.0029120167740535,0.9293528873735853,0.3716154447798132,0.6462960396301921,High Risk,2
17:19:45,259.0002094582358,18.299646973831138,4.214324991434432,2.5998884276033407,15.681618562449698,-0.021259347,5.992671298020658,1.8709319842623386,0.6210287937312625,1.252282791128971,Medium Risk,2
17:19:45,17.993599312591027,18.403140793608216,3.7970009045411603,2.708583173473246,15.696619797380372,-0.005993497,5.998745946925024,1.6912655896374698,0.5838625339709586,1.149478373301736,High Risk,2
17:19:45,45.98641331805772,17.306522616386157,1.5961430616869903,2.8853939227124012,15.69145085116422,-0.018760366,5.01074103033493,2.0327682655698514,0.4117999156993416,1.226394183757125,Medium Risk,2
17:19:45,272.99302206385715,18.79182242348063,4.08399879507448,3.0031819072420847,15.669486332653324,-0.012394198,6.000249799016322,1.6275643827659427,0.6459512446917237,1.1352724497689235,High Risk,2
17:19:45,301.0064265474717,18.39908698201004,3.194895831329497,3.109238797159326,15.687514417342799,-0.031577363,5.989672597086826,1.644498059079666,0.5499739845349726,1.0965056034439593,High Risk,2
17:19:46,259.01239393653515,19.323951070756024,7.384570086030371,2.9048686901497387,15.37743025153793,-0.025652789,6.008204838023429,2.0148603800947638,1.0228520944521002,1.5162967575832673,Medium Risk,2
17:19:46,18.010777106936274,19.003489946429912,4.503647461800804,2.798895293118467,15.39334464672088,0.0013290179020024537,5.990170060274052,1.4582589177531953,0.6725497277139649,1.0788993502148916,High Risk,2
17:19:46,45.97831583008081,18.491042416202657,4.809171020593292,4.188095576044236,15.372166175828832,-0.007221338,3.023935561709925,2.0478729367943598,0.8244831803090721,1.4309970073651301,Medium Risk,2
17:40:07,1043.0044807344677,3.2101693054445386,-6.798553936,-0.403865934,4.585215262184204,-0.008704736,4.009342521351743,4.955281384796164,1.6051170239487342,3.2758538148298104,Medium Risk,3
17:40:07,782.011409676493,4.79621847650698,-0.005500401,2.3951452242482327,4.547900494829488,0.018027769245116336,5.001096070305188,10.392255443650505,0.5731237778135235,5.477303399821249,Low Risk,3
17:40:07,771.9810529915699,3.1956833225400096,-6.802992857,0.004356833544889599,4.571713806820203,-0.000722386,4.010110100870071,4.975008391659951,1.584845822781714,3.283558527604411,Medium Risk,3
17:40:07,275.01610718928595,8.502975236468856,1.7874138821976648,5.097694659567435,4.578535251851681,-0.017987441,2.0090844205556344,1.37492886641741,1.2795028151782744,1.31914044254896,Medium Risk,3
17:40:07,274.98497488379377,8.603931502422633,2.606202336037812,4.899339472194984,4.574950408203404,0.007354251326955007,2.9964477190034784,1.364227318601281,1.3107675370618308,1.3356429669303824,Medium Risk,3
17:40:08,275.0109653941157,8.718284524793194,2.801466348175617,4.591408146547561,4.771990460571773,-0.014937942,2.989221857133835,1.372706691738288,1.2066260373084734,1.3161156872091342,Medium Risk,3
17:40:08,1043.013175053877,3.196727550118662,-7.201399704,-0.406073659,4.786014701382048,0.008377230525404513,4.002078244555897,4.558909328680274,1.6577218720318052,3.0914892668183906,Medium Risk,3
17:40:08,781.9980704871122,4.487791568483167,0.0017237166220638062,2.42543725838003,4.785098981421708,-0.000344282,4.991574653535713,8.241531244194816,0.5437027632874795,4.384137674999502,Medium Risk,3
17:40:08,772.0181353275524,3.2000735805852116,-7.39408007,-0.015387373,4.785930817378779,0.007385922384243954,4.003939539849019,4.637192563668869,1.695902899077927,3.178646723630979,Medium Risk,3
17:40:09,34.98749592114478,9.999283605836155,4.585979022610756,3.589542116804282,4.5886587602759645,-0.007407311,3.010974194793153,1.0762154076603179,1.3648870484951958,1.2110197249609311,High Risk,3
17:40:09,781.9870421494505,5.024728422732363,0.0004373338765365024,2.6018788151068044,4.575186807050077,-0.015195941,4.993030538475522,6.036460243284405,0.6165751373525564,3.3061820998831486,Medium Risk,3
17:40:10,1042.9973334527656,5.173519823078752,-7.401215166,-0.190068285,4.311793120513381,-0.002501132,3.989053431652251,8.11956515185685,1.767447794743402,4.945421799089252,Low Risk,3
17:40:10,772.0068875560876,5.487214685522514,-7.402879223,-0.003787317,4.287595683992326,0.01105145927269548,4.001210621221229,6.0996198751538575,1.8109403128762827,3.9423804498700816,Medium Risk,3
17:40:10,781.9914935928251,5.0051448147232005,-0.006376447,2.401126442221339,4.277384482387251,-0.001699367,4.989822824452507,3.37004425830977,0.5732532726663292,1.9886737089506468,Medium Risk,3
17:40:10,263.01258315855034,4.612222609900752,1.3895219305531352,2.984138921691513,4.282502582022597,0.01447830245284997,5.007696462391488,10.617742242468813,0.7970084116172642,5.7288270467712605,Low Risk,3
17:40:11,263.0052902367897,5.392725431169237,1.9097076831099233,2.5008077849080115,4.049063451902197,-0.009937764,4.986682757946543,2.2900763076379422,0.7661925610680663,1.550218668242869,Medium Risk,3
17:40:11,1042.978149081125,5.20353958841942,-6.394925306,-0.385947282,4.02434009177293,0.004012364720472453,3.9998672206712467,5.471833603267667,1.593035864458167,3.5254801747834934,Medium Risk,3
17:40:11,782.0045100083212,5.816977156549399,0.013421059426686808,2.5932869095030413,4.035617178334854,0.006125631637252624,5.009909271810043,1.4727253283322315,0.6392702151395027,1.048886702202123,High Risk,3
17:40:11,772.0211265908581,4.9929403091690245,-6.608987404,-0.001516833,4.042830425222282,0.0009135154969800995,4.006813755605192,6.769686786796302,1.6491060918039642,4.2162700129294715,Medium Risk,3
17:40:11,16.997360132544685,5.996770616865546,0.0010011172777810297,2.8005416259219156,4.023150360250473,0.012918609821883269,4.988749656817832,1.421841431812057,0.6965876522555048,1.078703328313325,High Risk,3
17:40:11,1049.012464305561,4.99389147297501,-7.411791593,2.5821620950073263,4.041643043815175,0.007878174603576602,3.9995511677375064,8.083125655423975,1.9398938951195523,5.026736863532105,Low Risk,3
17:40:12,262.98761544848065,5.80962477644482,1.9965378152393831,2.4009179548890898,3.7884710928001915,-0.004011715,4.985349521554377,1.5420010040563794,0.7970352120925858,1.1863948423624266,High Risk,3
17:40:12,1048.9981519676558,4.804679949282472,-7.209731789,2.801404060211564,3.77222181292954,0.01637154053878184,3.999912354243575,7.565253430852829,1.9865504307936657,4.776059892248915,Medium Risk,3
17:40:12,1043.000630849569,4.814305721722144,-5.382545751,-0.192487923,3.7542438694763245,0.0019221969796930892,3.9987974144522065,5.311815426237757,1.3842474129977582,3.3234233698077094,Medium Risk,3
17:40:12,781.988596778272,5.809696243708437,0.7881997208569095,2.7962344657211173,3.7617814740852995,-0.003902279,5.003687160553969,1.4275987590457198,0.7406792718966738,1.106468162789694,High Risk,3
17:40:12,775.0005267422085,5.784937067951161,-7.199843974,2.4083143599726613,3.764715449616044,-0.013815509,4.021262405793548,3.7647000114776294,1.9511023175662332,2.8451482385408617,Medium Risk,3
17:40:12,771.9982992353686,4.799869064519187,-5.587174818,-0.014467419,3.766751951880692,-0.014133729,3.9958819336010176,5.475507874588782,1.4398283622960413,3.462713255436741,Medium Risk,3
17:40:12,29.00065831068738,3.292676250414394,0.8935498905323505,2.694498032711246,3.7777095289676916,-0.001256292,5.003216267665564,5.919671661093124,0.7176012383732808,3.316983885445028,Medium Risk,3
17:40:13,262.9899439451274,6.002978477975037,4.002218759959876,2.6139242086799626,3.538044809585342,-0.007980135,5.9978010758968106,1.9335071079194777,1.275022099791003,1.5911612036268048,Medium Risk,3
17:40:13,1042.994000196996,4.19694376851375,-4.592579047,-0.199959771,3.5330933144074907,0.013060031988801797,3.985588905352453,6.939581027288647,1.2155453074521116,4.090889349053265,Medium Risk,3
17:40:13,28.9977957590237,6.014823965033966,1.791706669729783,2.7875391135437417,3.5185117421116203,-0.013369429,5.000917497801092,1.3598915005704237,0.8775681504320203,1.1303216141206063,High Risk,3
17:40:13,775.000277135548,6.4936875663720794,-4.590984572,2.3832704156323334,3.5263855834313063,-0.007394583,4.010650347327042,1.7443484228171664,1.3836688619121627,1.5800467317844442,Medium Risk,3
17:40:13,771.982618228916,4.193617948957397,-4.607059849,0.19710232920234566,3.5325325457862515,0.0050253055201743115,3.9924716043352904,6.968566994741072,1.2032315936641007,4.112263744855237,Medium Risk,3
17:40:14,262.995807579951,6.30784098175827,7.007391151430776,2.6888611960418998,2.829708060026582,0.0007993897318959302,6.008825916167654,2.1476497281064737,2.232570490093558,2.1991700032466297,Medium Risk,3
17:40:14,1043.0079138951874,3.4898266309074657,-4.391389185,-0.389497594,2.81992036300395,0.008260713941291938,3.9904199023188043,6.483219510196275,1.3196156256197202,3.9010190023581126,Medium Risk,3
17:40:14,28.9773653827609,6.095505557312062,3.5980960044711976,2.7961216632802586,2.829089149179599,-0.014084241,5.9982628293396045,1.41002999305558,1.35975130271932,1.3680193582056688,Medium Risk,3
17:40:14,775.0049335112521,6.494156877340204,-1.784882444,2.4035003067938905,2.794111466222354,-0.000898468,5.005116716472685,0.8207308841638582,0.903131066446675,0.8496218994673432,High Risk,3
17:40:14,772.0050800498859,3.2046872164351674,-4.403207397,0.001337715867593889,2.8404965680040206,-2.31E-06,3.992581635130698,11.546925498680075,1.3168673620974058,6.4215865253620175,Low Risk,3
17:40:14,259.0020351512909,3.4987802550680915,1.1810553031553659,2.8884368482126463,2.8311953700767676,-0.002266936,5.006710755294306,4.6107879657751925,0.9397159598477902,2.778669650140001,Medium Risk,3
17:40:15,258.9754046612336,3.5069597293331936,1.407177217857253,2.7987251885975617,2.2558786478780357,0.00330555812405804,4.990605795415762,2.5099613008495623,1.0342359901693492,1.7880965339996016,Medium Risk,3
17:40:15,1042.995257496622,3.0089032803133877,-3.998456242,-0.20223027,2.2711029464835852,-0.016912852,3.995165969805877,5.405049214512348,1.3247039303658883,3.370536126035762,Medium Risk,3
17:40:15,7.012430865474307,1.9064851138032468,6.889435156030728,0.08955449024655708,2.2702160614097453,0.01377928260712534,5.992340857166161,19.101949878198276,2.298967676358923,10.712249846896214,Low Risk,3
17:40:15,28.994326599998004,6.096664863303415,6.988967863489371,2.9950400613923764,2.2708787084262836,-0.011128837,5.992060183903131,1.9891854734534906,2.5471369117935936,2.2554291400378808,Medium Risk,3
17:40:15,774.9985418102591,6.189597194517356,-0.004691322,2.4042316626160396,2.2636586114970965,-0.020184969,5.002634427637766,0.5929550524373878,0.8090346797139435,0.6767490832455194,High Risk,3
17:40:15,771.9942897953238,3.0147037680860467,-4.003555469,0.41444702018757856,2.2485903267344334,-8.29E-05,4.013069579391758,5.425247395227296,1.3416927170820983,3.3730737456934077,Medium Risk,3
17:40:15,62.99476020939928,-0.215760718,0.8049562029484063,2.8912805881759414,2.264310885506766,-0.007345029,4.991192211449452,1.472485224711352,1.0063800882135423,1.2139945008215467,Medium Risk,3
17:40:16,258.99857507078804,5.201285614303902,2.302514109055135,2.1064602422514276,2.067291052150598,0.01728051445617419,4.999712803072538,0.9974133869674425,1.0799698023166728,1.0324724578521909,High Risk,3
17:40:16,1043.0036747580305,1.993019791539125,-4.003103099,-0.17835766,2.0605927495909544,0.0034781052600491615,4.001627458869817,56.38938944531007,1.400767119212136,28.901238671886617,Low Risk,3
17:40:16,6.999565957695189,2.3977246727949346,7.302634198394547,-0.01401354,2.062169943899511,0.02405031631337364,5.997341541903674,22.048265051824814,2.5377485538896645,12.298703368071378,Low Risk,3
17:40:16,63.01615052982413,-0.208608538,0.8013926577791628,2.7928010481519223,2.06044180660868,0.01997321994694397,5.007531770468487,1.5678257096151924,1.0294350872385474,1.2927949416151967,Medium Risk,3
17:40:16,772.013504587405,1.9939234969857969,-3.986719604,0.604549683873599,2.060284532623777,0.020772682186623384,4.006473610242042,56.912981037156335,1.394771135183014,29.184129339603704,Low Risk,3
17:40:16,11.014924502081545,5.678565965190014,2.184434972321059,2.505417852800978,2.078075295565136,0.007799602123378579,4.998242356954384,0.9137394245175345,1.1627459319465545,1.0271295969595633,High Risk,3
17:40:17,259.0200662493865,5.614188053239492,6.005819962475656,2.2914915922457757,2.007611506914335,-0.00549101,6.0028262737503795,1.7867370566119998,2.248205491446207,2.0429553023749247,Medium Risk,3
17:40:17,1043.004999716973,1.9957881237077555,-4.01510189,-0.200162668,2.0120822938890597,-0.0134138,4.007464664330802,364.08774184441353,1.4288498906827232,182.75273699992826,Low Risk,3
17:40:17,10.973451906635361,5.295696178316691,2.7794734576911746,2.3959206944249214,2.0116075440731596,-0.010906943,6.014219784858228,1.1187400181885512,1.3127043925921171,1.2017640464947268,High Risk,3
17:40:17,771.996692587167,2.0282960662028806,-3.814389767,0.3839166424163261,2.0314452195164643,0.018116260409090118,4.00110152221828,347.3880183183165,1.3338223202504136,174.35190273544455,Low Risk,3
17:40:17,1037.9935422409537,6.1984780996400515,-6.780100401,2.7970208644231507,1.9937799478325728,-0.005526887,3.9967863400467976,1.747875712382511,2.598984779609249,2.1762394586646194,Medium Risk,3
17:40:18,1042.9832490629583,2.0172878357641917,-4.008333582,-0.402277355,2.167601558930714,0.010805833060515717,3.990355171131366,24.967513070213844,1.3740997254003768,13.170143688896237,Low Risk,3
17:40:18,11.003165863432125,4.003362979777362,5.422702715299825,2.3934364648346467,2.161186084464682,-0.005535422,5.984864901917868,3.2296335193077907,2.0154338374613037,2.6099094768073314,Medium Risk,3
17:40:18,777.0105273148985,10.018398225268198,-6.791001579,6.793256951097605,2.1779211355849446,0.01770621391869543,0.9939493360148717,1.2362636836035177,3.283233634848503,2.243715430859889,Medium Risk,3
17:40:18,781.9986142401598,6.2131957595167275,-4.396881369,2.588993346141519,2.168503907345166,0.011192485101863998,3.9964395260315584,1.2522333171269289,1.7386296597654154,1.5055491765181008,Medium Risk,3
17:40:18,771.9810640848784,1.9929612307896698,-3.788862718,0.21218464426391215,2.1796776557165107,0.0036099758067690887,3.9920500277074713,23.635524982999133,1.3231160813685658,12.452765788461551,Low Risk,3
17:40:19,1042.9813622327435,2.0142047852272746,-3.988872184,-0.380223389,2.0904968829947617,0.007165689060943938,4.010448380856647,39.803385219202596,1.3931431339974,20.596836645944627,Low Risk,3
17:40:19,7.001105223325195,1.7874327113931239,7.401981167314609,-0.388497617,2.106488243259282,-0.013984576,6.000407065520727,24.616238920320598,2.565333173702949,13.580107800136403,Low Risk,3
17:40:19,11.005420575018768,2.6938556112101364,6.5973092800117366,2.3050646367153034,2.1085057891437655,-0.009927679,5.976894354144141,11.631484669074673,2.4180070050117806,7.017902366377496,Low Risk,3
17:40:19,776.9903086826013,9.79984576181354,0.0037046759136421963,6.794817388081198,2.104476667821767,-0.002350729,1.9988484011398708,0.8833908708414091,2.3285051952959974,1.608902873453716,Medium Risk,3
17:40:19,781.9983167587234,5.995137638415853,-0.0078091,2.197974632328218,2.095260649967004,-0.021046596,5.010273763019565,0.5610555207608908,0.7565421629968662,0.6600493692470116,High Risk,3
17:40:19,771.9987147383422,2.015156261543033,-4.00601648,0.39739119813572615,2.106577518981476,-0.006879706,4.007032454717763,39.79110978406353,1.3896485250440669,20.604197872724356,Low Risk,3
17:40:19,255.99486944698216,7.9064032250155885,0.903868205959272,6.610914128701173,2.088070764207284,-0.011928487,2.009057562142475,1.1617218378935779,2.292647353530295,1.7146276737151949,Medium Risk,3
17:40:19,266.0000340264942,7.407038212676704,-1.796703472,8.209370260495207,2.102220950702653,-0.001722649,2.0070188938937994,1.5737721834070746,2.894397947529737,2.2395104239590053,Medium Risk,3
17:40:19,1.007316500844289,5.808653865436234,2.60499236961344,6.4045900678847385,2.091173701410267,-0.006336333,2.986073181514859,1.8667259262762337,2.3817871008071916,2.118264149977378,Medium Risk,3
17:40:20,256.0067733547643,9.687971770304355,2.9942179864227634,6.488874122861547,2.002874556378508,0.015385524503730723,2.9937117872500023,0.9283714859638864,2.5179316095656197,1.7260387278983103,Medium Risk,3
17:40:20,257.0059699698655,3.6007858510149235,1.804595501867632,2.5189232470567315,1.9966808034576766,0.0026238143280135407,5.004992677137644,1.9110461001360068,1.086144210980505,1.5274026351336216,Medium Risk,3
17:40:20,1042.998761077449,1.990127485766097,-4.007142077,-0.401785902,2.0015192631515575,0.00040774123414548765,4.009124380149154,0.5049289652355373,1.4350979777175097,0.9465586487018973,High Risk,3
17:40:20,0.9976601899596927,6.299545386860057,2.6984153786259846,6.3890339049265386,2.005296769380145,-0.004643803,2.9883193730747353,1.621000885595757,2.4421605418445527,2.0254949043725703,Medium Risk,3
17:40:20,782.019225337049,5.20073988908565,0.011548728749534913,2.3880592611339893,1.9945654495836482,0.013340635981132052,4.991770421732119,0.7560637780229263,0.8630691109105804,0.8014384358583826,High Risk,3
17:40:20,778.0105771620084,2.0010138173427876,-3.791393561,0.1927171791469624,2.000474660664224,-0.00373508,3.9975072584498412,0.4918081344405496,1.344548454407312,0.9260263776335577,High Risk,3
17:40:20,60.00158192255178,7.3105656675461255,2.601496720542885,6.508623376220428,1.99846229174463,0.010116419977446582,2.999417480497145,1.3032586993581368,2.475554036647924,1.9097836419459109,Medium Risk,3
17:40:21,256.99622786007836,4.192768039154208,3.0102970281065415,2.193529770836018,2.0123183886364377,0.00458308427188781,6.00484986016662,1.6890830639305705,1.318630091425103,1.50520148001908,Medium Risk,3
17:40:21,1043.0009821802537,1.7940002986971368,-4.204534341,-0.008984551,2.007126451542015,-0.009658722,4.004654932447288,20.898881333957107,1.471521902729592,11.200756420305582,Low Risk,3
17:40:21,59.986222340080886,8.917386538296382,4.093471494721425,6.79025459859454,2.009760671255722,0.006818318356692717,2.995744207429117,1.144287900803222,2.8057878448748217,1.9908964752251683,Medium Risk,3
17:40:21,781.9986709635385,4.5028444835536865,0.6176312862171653,2.609836816892336,1.9938266923391448,0.02385992599455507,4.98665292089449,1.0652567107482231,0.954118303985117,0.9933736351372953,High Risk,3
17:40:21,777.9910567951566,1.9931553221659744,-3.607380151,0.1942966834321716,1.9928016416552552,0.010782712768125877,4.012213502439564,0.49384815423223505,1.2830367171611488,0.8870988806461233,High Risk,3
17:40:21,12.990490162749438,3.680294837495599,2.000309767796032,2.420545794246249,2.003081803135523,0.0037187553318214317,4.994277072582331,1.8430249846985705,1.100176348958082,1.471674848909652,Medium Risk,3
17:40:22,257.010540010693,3.9985078297109347,3.3958934198196817,2.0042217557652036,2.2691408037470433,0.011430879922980195,6.000427207124209,2.291913140696487,1.3190527519848074,1.7786656162209253,Medium Risk,3
17:40:22,1043.0123581862479,2.004623790878499,-4.206992931,-0.602725781,2.263241010329511,0.0012788794772325943,4.025530726225709,15.667747137178852,1.3936988870689453,8.52950753427024,Low Risk,3
17:40:22,13.003668785840233,3.5011503562541946,1.4040269261286367,2.2117325124582514,2.2603861315141627,0.0016969681457966405,5.027532805258839,2.1290523957599596,0.8561607582835035,1.4924209335181362,Medium Risk,3
17:40:22,796.0012240847419,10.186634373430428,-4.005305703,6.204627458721486,2.2760318824625605,0.007040560743248395,1.0096622093772007,0.9330099855445831,2.4393477791129996,1.694112754892884,Medium Risk,3
17:40:22,778.0062903563787,1.795022750563517,-4.005645907,0.2059054670182048,2.256344412741111,-0.003829437,3.9977334762864394,8.510239046824903,1.3385572834299861,4.925796907204863,Low Risk,3
17:40:22,274.0041241891723,10.102654974631246,0.4959281580383269,6.187068869810071,2.2737204317951116,0.0021306903324694727,2.0004800520180517,0.7762281440163479,2.070304157867967,1.4355788565665244,Medium Risk,3
17:40:23,274.0124410631115,10.399110110179574,2.2885904971450204,6.288678889913841,2.2004199898022225,-0.016084931,2.002779077476882,0.8096698004971614,2.2633619514739514,1.5415550620394298,Medium Risk,3
17:40:23,256.996823906445,3.2933281735757967,4.2887272250049016,2.1887067584352957,2.207486981651579,0.005479175344000869,6.005815564533788,4.443201806018219,1.613641118857399,3.007440243644937,Medium Risk,3
17:40:23,1043.0125190979315,2.004937403290378,-4.408853389,-0.198950235,2.2135094479954116,0.0126209317477049,4.005351525578756,20.880053299948884,1.4784301593971436,11.163584797297771,Low Risk,3
17:40:23,12.993564302149162,3.301181130265161,3.692026322374154,2.4227450844691805,2.204861529007156,0.006990561841158169,6.002992353329622,4.030251234978303,1.4874645622714227,2.7472353872137965,Medium Risk,3
17:40:23,795.988832119466,10.523224554156318,0.011484465790092595,6.388936476120267,2.203941200883826,0.0037074963607042007,2.0022209965721007,0.7745947297011793,2.1448412516525055,1.4572459167185112,Medium Risk,3
17:40:23,777.9978355719591,2.0065938940145456,-4.400819481,0.004503860903917627,2.2167010645217986,-0.004272262,4.011647413899691,20.870314000131664,1.4904947701138207,11.165077678741554,Low Risk,3
17:40:23,781.0079507026484,8.817735796780674,-4.614986496,5.603373391507579,2.212547746496941,-0.007925001,1.0023764194734965,1.1055277830353052,2.437814663094024,1.7658940835193164,Medium Risk,3
17:40:24,257.0210077118514,2.604164451188411,4.824039493354513,2.3140685023606093,2.084976257679083,-0.00712451,6.000228926959808,10.61330279232906,1.8412352702284782,6.210008122713817,Low Risk,3
17:40:24,1043.0088829815943,1.996759191408816,-4.600288138,-0.402240448,2.091122959093116,-0.00599373,4.006818438037472,45.71702113193606,1.5944120952629106,23.660241005680426,Low Risk,3
17:40:24,13.003441325325113,2.5984304391724407,4.595590960905313,2.431729170923814,2.1064106428292013,-0.012971731,6.017649094645647,10.339908918679633,1.7890520508305139,6.072818320381983,Low Risk,3
17:40:24,780.9975464286069,9.487744735438596,-0.808366694,5.606107194176911,2.0978358963909054,0.008894590490373252,2.0119613695233474,0.7613675168098348,1.9586971580238242,1.3759494061995603,Medium Risk,3
17:40:24,778.0041134079148,1.9805081566946212,-4.405788538,0.1976570254420461,2.0996519760842878,0.004279016429016603,4.001425977412453,43.595099309277394,1.5092957780275487,22.586098373831252,Low Risk,3
17:40:24,6.998797974903756,1.6168058807704149,6.590317453371439,-0.012071499,2.100874089674914,-0.000904413,6.008891264906375,13.153744414336995,2.2743868540109045,7.716750595785681,Low Risk,3
17:40:24,270.99788985058865,8.200142275349526,1.5842437648590064,5.504005187808266,2.1035040385076513,-0.010044246,2.013818256216296,0.9331384597199235,1.9932477581124775,1.4568167907110199,Medium Risk,3
17:40:25,271.01594175929176,9.394116521588568,6.101146256259001,5.801970125836571,2.0096133878983142,0.0017169462846796464,3.0022842797426055,1.1494265841447744,2.962105862916263,2.0758126395213305,Medium Risk,3
17:40:25,256.99139744440095,2.5116138366269882,5.214596278067515,2.1952220353322898,2.0198882793116435,0.004761820785791694,5.998169067923676,11.497422987523205,1.9972509706261274,6.736539885390703,Low Risk,3
17:40:25,1043.007289938084,2.0005930954970172,-4.388863014,-0.386527293,2.004518250234447,-0.009587868,4.008800721492417,401.63608926426866,1.5400265268889273,201.59482397420032,Low Risk,3
17:40:25,7.009583586978611,2.605342349251472,6.909315163791865,0.10148873300375585,1.9960919060504327,0.006784691764788798,6.0120678218080235,11.676249609701937,2.4321648284855217,7.06392031843341,Low Risk,3
17:40:25,12.990508559050518,2.3913987403748953,5.294396762265178,2.793973447114438,2.0124078666502525,0.00919467537169889,5.990777898999394,15.333677682696873,2.1072465732637204,8.732044589141033,Low Risk,3
17:40:25,794.9959790736979,10.200094195286622,-5.011537501,7.017023328818586,2.0093301847019003,0.017145041303710157,0.9792153907285299,1.0257971761476927,3.0201142554379725,2.0515382227327974,Medium Risk,3
17:40:25,778.0203375071984,1.9957049087362029,-4.004336504,0.1737958472257613,2.0162215984052367,-0.003362578,3.9940592870600407,364.08751373833667,1.4037254152766667,182.75988362079647,Low Risk,3
17:40:25,261.99533730990225,9.689255437563446,1.581277180431724,6.895040145356487,2.0191204925616417,-0.000282635,2.0061116265749592,0.9158982672624989,2.4943690717544302,1.716462202502319,Medium Risk,3
17:40:26,262.0129492267808,10.801874471275715,2.2116934654771474,7.0053103640519545,2.410662038980714,0.025884298412770387,2.014745513691409,0.8851017371114794,2.3555869007712587,1.6214180726153262,Medium Risk,3
17:40:26,257.0008992072798,2.2880960942428517,5.391422871499616,2.211565598137352,2.424202620812689,0.002157835085542233,5.985580702120141,48.19071719264047,1.8881447515801684,25.049222841703337,Low Risk,3
17:40:26,1043.004454947289,2.0102260078012177,-4.195609444,-0.410610185,2.4089534686322436,-0.001611882,3.9985956366012356,10.02867261404196,1.3580414845342634,5.676503699380204,Low Risk,3
17:40:26,7.000223372808126,2.100926243897713,7.287805157859243,0.09816655106245739,2.433942941838024,0.02444354177672084,6.011462507849162,22.746670107634927,2.3514530431260603,12.550160041067443,Low Risk,3
17:40:26,794.9909982867736,11.195063326805727,0.00625473302965941,7.211073009222125,2.4263883714547827,-0.003440844,1.9875033681663385,0.8224210171981415,2.3085935564241735,1.5792562530121215,Medium Risk,3
17:40:26,777.994730985601,1.9959976602663239,-4.206030058,0.4160699013616363,2.4185134496444975,0.010087758575904477,4.006472674375336,10.015133429079134,1.3567417995772366,5.6944218474296,Low Risk,3
17:40:27,257.0148110559273,2.010407779058446,4.999386830802466,2.197300402096482,2.8948790107719673,-0.008535637,6.0031702837279965,6.21466453930305,1.6144758992896842,3.9112903117251037,Medium Risk,3
17:40:27,1043.0073117299144,1.994634672351578,-4.579256276,-0.403457723,2.8697792983552346,-0.000239213,4.010628508483931,5.230156755064265,1.3467510187612173,3.2901799133677216,Medium Risk,3
17:40:27,7.027430378201935,2.116871028828093,7.10567242606421,-0.222209223,2.8735183457411853,-0.004643551,6.015856819130102,9.111121238198212,2.0848578308069183,5.6006457938102026,Low Risk,3
17:40:27,777.9844079252059,1.7877265770519433,-4.786225884,0.4065753537319924,2.879666059562758,-0.011684969,4.002101052282948,4.460431996661109,1.4071950224448284,2.919635720212783,Medium Risk,3
19:11:43,513.9925654436842,16.61538005546422,6.092713350304815,-2.392038862,20.54358777252218,0.02785688173604187,8.992758032487323,1.6638207406238283,0.7212819822107293,1.19214398381504,High Risk,4
19:11:44,514.0165409469788,17.009610925808254,2.6169573117574902,-2.195158317,20.200606134073244,-0.031425339,8.995600039998036,1.0781406956523212,0.3849033091370059,0.6909449262286512,High Risk,4
19:11:44,1022.9923259937189,17.999154686243205,-0.010622052,-2.595658282,20.216253298905084,-0.050913979,7.989037861965673,1.1987041662673186,0.2953274863803675,0.7402418074136289,High Risk,4
19:11:45,514.0078677830184,17.09399016263654,0.01004794670315869,-2.305094431,19.240675570986703,-0.029222503,8.000964057661477,1.069294696963701,0.2546490400245117,0.678980292254204,High Risk,4
19:11:45,767.9879690731062,17.194081997920055,-0.396806972,-2.388574164,19.23840636642054,-0.009921636,8.011770475435643,1.201046811361583,0.2620301419709378,0.7238606017824929,High Risk,4
19:11:45,1023.0134492447777,17.20331760725975,-0.59451689,-2.399223124,19.240783792146892,-0.01952074,7.995321767066965,1.2220755381859996,0.2901479788079985,0.7515819322273629,High Risk,4
19:11:45,3.0045425387891984,17.01599762331507,-0.395240186,-2.387723383,19.22674716170028,-0.020168052,8.00106975944153,1.0869545838048322,0.2675313162268272,0.680864735824179,High Risk,4
19:11:45,4.013636415238022,17.086033150197267,5.0174286875652e-05,-2.602611475,19.235967051807453,-0.022285875,7.986692497444339,1.2272377632669713,0.28343498833787395,0.7586106137845579,High Risk,4
19:11:46,513.9774568107601,17.204708761006046,0.0012627678506749378,-2.593842651,18.25178176081728,-0.038801823,7.984886779345526,2.43343697122437,0.307069453683516,1.3624144632986859,Medium Risk,4
19:11:46,1023.0025012691573,16.799998482704996,-0.196512159,-2.401966161,18.26256268919278,-0.038324252,8.007243902385616,1.6662730923044085,0.3007706124839452,0.9653785731100661,High Risk,4
